place_id,review_id_hash,rating,published_at_date,english_review,sentiment,label
ChIJ9e831Uj6aS4R-OyDB18edGw,9c4aa6b065be131c3da32bfb2d19ac93,5,2022-05-10,The place is okay for hanging out...The single origin is amazing...The people are friendly...*Recommend for coffee lovers,1,1
ChIJ2XLVVq791y0RhqgTYulrjSo,d3908c50da8bf8e5281a3f470635b7ee,5,2022-05-12,There are toilets and prayer rooms,1,0
ChIJ0fWex3NZei4R3-o3aHIAf3o,3e80979234d9b2a05cae4849fd959923,5,2023-05-14,"So delicious, it immediately became a favorite snack!",1,0
ChIJweoWwYX7ei4R9Vpt8viyoAs,2562e4e63af115182e03a1d600ac70ec,5,2021-05-14,Nice clean comfortable,1,0
ChIJRQDzGyRTaC4R4Z2ofuajLBE,c00efed0ff9a8d02082f146e12f80b70,5,2023-05-14,The best Kings drink,1,0
ChIJK-N_WCSPei4RP829q5cttN0,03749268f8745a2524a261f77a339b31,5,2024-05-11,"Recommended, as the name suggests.",1,0
ChIJIbRvoomzaS4RcQNft0gKnpo,f70c326c63a1ac4422bd42c7ea0b9777,5,2024-01-14,"Just want to say... for Lawson Cipanas customers, lets get into the habit of throwing away used food waste in the right place, because its also provided... dont just rely on the employees...",1,1
ChIJldtFTxJ91y0RV8uyobl11Ps,bd130d98b45bebb1a5569b5d54480fa9,5,2022-05-12,OK,1,0
ChIJZzoEeQ8Wei4Ra6oSd2fRixA,e0023df5e44dbc17400d1205de2ec440,5,2023-05-14,"Complete, affordable prices, best mall food court",1,0
ChIJ-bdt1PGjdy4RZpg_yJWa1Cg,aa3a48d3f277f7e7e4ef76bed3b57ede,5,2023-08-14,Suitable for gathering... Spacious parking space. Far from noisy vehicles,1,0
ChIJ0zhd0toNeC4RKiH3E1XhtWo,aca68df6136ccd2e8e59ac892d61ff28,5,2023-08-12,"A cool place to hang out, work on assignments, have a date or have a meeting, the service is friendly and welcoming, the crew is friendly, the coffee and coffee are delicious",1,0
ChIJC737gF6-eS4RgvqM2-Qps1Q,1245c3f15d5ef8169768e5a70abd2025,4,2024-05-11,Nice!,1,0
ChIJH2TNVh_3aS4RxtPpXS7oxgo,115e58deaa1dcd5ce93755c9deb7c2ed,5,2022-05-13,"Its very close to the boarding house, the coffee and snacks are delicious, especially the spicy croque... you wont regret trying flash coffee, its addictive",1,0
ChIJR_yh1NQfcS4R3OKoaYqlQ6k,e0c5f8518599b6d2c11e052eabe726fa,5,2024-02-14,"It would be even more beautiful if the menu was displayed on a large screen. So those in line can also choose the menu. When you arrive, the cashier just tells you the menu of your choice. If you choose the menu at the cashier it takes a while, the queue becomes long. But the service is fast, really. Yesterday there were lots of visitors, but the menu I ordered was ready quickly. The place is also comfortable. Friendly and good service. Thank you, Atmosphere, for providing this great place in Jepara.",1,1
ChIJzXk4-lZZQi4RMlQbkMbVBpU,9709103a28bc249ce08495fb93b6f684,5,2024-02-10,"The place is nice, just a little poorly maintained even though its still new",1,1
ChIJCaCfQQvtaS4RqCLidzQ4wcY,be99d8c89a9050bbd8c218f2efb6f92f,5,2021-05-10,"the place is quite clean, the food is quite good in terms of taste..the choice is also sufficient for eating with friends..there is rice, godog noodles..there are various fruit juices, there are also iced highs.the parking lot is just a bit narrow..so maybe only fits 3 cars... but you can park on the other side (alfa mart) its like a friend is guarding the parking lot",1,1
ChIJl5l2N-LzaS4R_WKantBMPWU,8940732c31609b31c8a3ae3fba87e5c6,5,2023-07-13,"This place is always a success, comfortable for hanging out and playing skateboarding in the bowl",1,0
ChIJRada-Gnlei4R9PcSt-AmxCc,2a0e86be88d16e883a0981527aff7434,5,2024-01-12,Best,1,0
ChIJ8frqlI9Xei4RciVHfkVswMQ,0139dbe4115b43f238b7e66635abd2a9,5,2023-08-12,Food,1,0
ChIJrWBMljZ91y0RbvhQ--pJ6yc,645f9ec2337d33e445cfac6fd8ec169f,5,2024-05-09,Delicious and cheap,1,0
ChIJNV7mTQD1aS4Rokj3ISwnRGo,8a95d132b4f57c9ce4f78b042e68c156,5,2020-05-10,Good,1,0
ChIJyV6VMPL1aS4Rke_wQr9UWng,f8f05cf3516990465c5c03b06135588d,5,2024-01-10,Kane lah,1,1
ChIJxzIH1-iPaS4R_84vkCGjkBo,46a9527795b22724675c734588f0114c,5,2021-05-11,"The dimsum is delicious, the delivery service is satisfactory. Makes you want it even though the price isnt more. Recommended",1,1
ChIJRfh9mg2feC4Rs4v-M6ZWuVQ,bb15a07cf16fba9e7b52809578d2c911,5,2020-05-14,"Great coffee, cheap but classy",1,0
ChIJW0xB5UBTaC4R2yWS1kTMZ2A,9b5005fedbb49f3ebf2f940cb05d0742,5,2023-05-14,Nice for hanging out,1,0
ChIJVVVV5ZNXei4RQ7VP10KBjvI,117089028d63c5aa1b051cb8399e95fa,4,2023-11-14,"In fact, I was looking for the Limasan stall which turned out to be located in the Ngabean Ndalem complex. We have not received complete information regarding the existence of accommodation in this complex. The Limasan stall itself is on the left wing and serves Sundanese specialties which are very affordable, you could even say cheap. Can cure the longing for Sundanese cuisine. The place is also fun and shady. Suitable for relaxing with family or groups. The combination is delicious, not hard.",1,1
ChIJW2EwrknyaS4RQZoo8Iq5760,a32bc1768b045ffb0470dabe4f8d1416,5,2024-04-22,"We from Astra Motor have opened together in 2024 in Bangi Coffee. What I applaud from here is the service of all the employees, all of them are aware of consumers and the service is really fast. Good job, continue Bangi Coffee. Thank You",1,0
ChIJwS1PfMjh1y0Rxn64ggz-s_k,34f7012951f8cb6868ae12da9b41a429,5,2023-12-14,Recomanded,1,0
ChIJCRCiBe7Gbi4R6pDneUiFg2k,ea9a88b17f88231cb881465bd3baa6a4,4,2024-02-11,Quite complete.,1,0
ChIJb2VhiRKfeC4Rhfqu5jHKy-s,b243d2b81cc51ce4a35eddf8e9891854,5,2023-10-14,"The semi-outdoor area is quite comfortable, if theres a lot of wind its quite breezy. The drink menu is also delicious. There is a heavy food and snack menu here too.",1,0
ChIJE4Kyn_MFQi4RGJq__GlSKP8,56e885a1885763283ea29b2fab282088,5,2022-05-10,"cool, relaxing and relaxing Bringing a fishing rod for those who like fishing is recommended. There are lots of lakes",1,0
ChIJAYcGKabDaC4RHQspD61OVto,28d8780b8935e3f0c175c321d6b51daf,4,2023-08-14,Nice,1,0
ChIJK53Y9aPzaS4Rf-TPbD0w1QI,88ffe3fc19f7cca0e14d4d7e60b7b9c0,5,2023-12-13,Tempat stategis..tmpt nyaman kopi enak..pelayanan ramah ada live musicnya jg..,1,0
ChIJxXiL354NeC4RP8h7Hxem7Og,6ccf145946d5874fe7c6fe896f056d45,5,2022-05-12,"The coffee menu is large and varied, the WiFi is also very fast for doing work",1,0
ChIJxSaSVAtEei4RMNgYXYJnkQo,e75fe339d7ccdc4b29c435b268f0504e,4,2024-04-13,Accidentally came here twice Nice,1,1
ChIJ71lfvt9fei4RaOwSxuhZJ4Q,758449ace235b940447c835f37527bc5,5,2024-04-12,"Want to eat authentic Javanese food in an atmosphere that is no less romantic? The Harjos Java Resto is the answer. Eat at a buffet with lots of choices of side dishes and vegetables. The drinks are also varied. No less important is the freedom to choose a place according to ones preferences; there are complete tables, there are leishans, some even have carpets spread out in the back garden. Children will also be free to run around because the back is quite far from the main road.",1,0
ChIJ9_IbzzA9Qi4R8NkBvP_W5sw,4157b719e1538f7efe8b250bf58f03b8,5,2021-05-14,Amazingly great,1,0
ChIJnR_Fi0XxaS4RVh3UfO7t0aE,ab00e855593b5a56ad04a701f4458a79,5,2024-01-13,all delicious food. Must try the curry noodles & kecombrang duck,1,0
ChIJfUHe55odai4RZ91xRIwwxkw,a9915c5e50a45ee290ebb95d4e787fcd,5,2022-05-13,"Mantul, a friendly tradesman, handsome again",1,0
ChIJFYMyPfINeC4RHOYPQfzxLe4,d91e984e0dd30a558ba1dd7ab8a70d91,5,2023-05-12,Enough,1,0
ChIJ4W070xb3aS4RcqbdSKIUjFs,b420b9030137eaf0d93f480daf30ae25,5,2023-09-10,"The food is delicious, the service is fast",1,0
ChIJu5bj_aaTeS4RKLo1OZqdpUc,f9e25335524e66a1502778f2f5263958,5,2024-04-14,the food is delicious & the place is comfortable,1,0
ChIJe01dVyj7aS4R2FPaEdgrrnc,fe62b5d9df94384f3b1cf890d033a4f0,5,2023-05-14,Soft bread is also a nice place to hang out on the 2nd floor,1,0
ChIJ6XKwQxz6aS4RUQEsQ3iRkNU,47cd527b408edee99a451bfccb60633d,5,2023-08-10,"Clean place, maintain the service",1,1
ChIJDQIIUcyLQS4RsocUrqEPBlc,8181d291b39b349895a7ef05c5cb91dc,5,2023-05-10,Excellent,1,0
ChIJhdFUA-THbi4R0nox8_EbvH0,3fabe0eb33ab589eb040289e8de4c820,5,2023-05-11,"Lots of meat, lots of vegetables. Its really good",1,0
ChIJO5Sy9uz0aS4RDLnqKajkuMI,321d76fd60048986bc51d5aa1ad6149c,5,2023-05-13,Favorite place to hang out after coming home from campus,1,0
ChIJj-wnrWDn2S0RRSXykZ95UQ8,ceef0ff972df070fb5c6cc90fb23ff28,5,2023-05-14,"The service is friendly, and the prices are cheap and cheap",1,1
ChIJlRtCZxeFaS4RSA1kn25TKKg,ee3448c54f6f45428790fcb1ca3e9c37,4,2023-05-15,A place to eat meatballs with live music,1,0
ChIJW6eq9T1Xei4ROAm0_5RZFmw,98d5f0d974d906d14d76e3950e650f4f,5,2023-10-14,recommended hot chocolate,1,1
ChIJy-rU7UNXei4RnZtn3yByZqc,37a689585bf27583a7868cc2c41caa7c,5,2022-05-12,Meaningful,1,0
ChIJa3b5Kffl2S0R6dnipNBzm2g,6473795c932be3c8859ab7e072d0821b,5,2020-05-14,Very comfortable to hang out,1,0
ChIJ-W9ZlsyAeC4RdvEonbaRvGM,821c916b593ede627579d8b78691e0a1,4,2020-05-12,Providing dairy products from stone milk cows. There are various kinds of milk flavors available. Fresh and refreshing.,1,0
ChIJu3PGZiBXeC4Rq0N3rEPg4O4,0fe07d02f98b633d585a2a00f8853dcc,5,2023-08-14,Oyiiii,1,1
ChIJ156-s3H2aS4RuCIQ5r-Blm4,ea7f9075cb5eb71a49c143eadfeb9d09,4,2024-01-10,Not bad... what makes you feel at home is because there is live music,1,1
ChIJ9banC-1ZZS4Rl4_n9AvoZqg,265c80514beaa596be87b17b509b6aa8,5,2023-05-14,Mantul = Really great Parking: Parking is a bit difficult,1,1
ChIJ0eJ_NUnzaS4RFqfa-lGSz00,23c30a57a521ddfa5646f42bfc6d7d88,5,2024-05-07,The atmosphere is nice and very aesthetic and the food is really worth it Vegetarian options: Delicious jam bread,1,0
ChIJP6vRGpeXdy4RWUhHe4UVbnM,700fc388882292b3aa71f64e07c2496a,4,2022-05-14,Nice place to gather together,1,0
ChIJsw-ou4PvaS4Ruw2Al6xSY-g,4e298604a759eb52cdd61b9a8eb0a7ed,5,2023-09-14,"The place is comfortable, the prices are cheap, quite delicious. Maybe adding a variety of food would be better",1,1
ChIJKbG4OR3naC4RLYiADeeEseM,f16e27e66f04f6a9a5e357eda2101b4b,5,2021-05-14,"The place is comfortable, prices are cheap, the food is delicious, there are various kinds of menus There is a seating area and a meeting room too, AWESOME",1,0
ChIJryKpY2gXby4Rgk4D8wuvxYE,c1aff8ea03a68f9cb693825e9f9ad5a7,5,2023-05-11,"MaasyaAllah, this is the first time Ive tried es teler which is so delicious. Overall... Makes you full and forgets to eat rice hahaha. And what makes me addicted is that Sultans iced drink doesnt make me cough Anyway, highly recommended Always successful for Sultan Kuningans es teler",1,0
ChIJvTVsmwxEei4RHiYccOPjhY4,68c965bfbe2b1e7420683cda76c0d692,5,2023-05-11,talking stars,1,1
