place_id,review_id_hash,rating,published_at_date,english_review,sentiment,label
ChIJ84ruEQh-1y0RlzoiTOWTslU,6590889b45110a14b6ce7b94f38bdce5,3,2022-05-14,The various flavors are pretty good,0,1.0
ChIJgXmXb2pXei4R-R8moIYJ4RY,e1b5b26e02bb6ee9856c4aba547c5022,3,2024-02-12,A place to hang out with a comfortable atmosphere.....,0,0.0
ChIJP9Y8H21ecC4Rm_3KgCUPWZE,c0fc37860a3b4dda8c0fda4b1ec774e5,3,2024-03-14,Waiting quite a long time for the food,0,1.0
ChIJE4JD453xei4RFj43OgMfAFA,98053d71ab1becde4ddafddc3a20355f,3,2024-04-23,"The food is not bad, but when you order fried rice. The rice was too soft so it was like eating porridge",0,1.0
ChIJBZ2aWJn1aS4Rsdik78vsMIs,754a03220e11b38320b2ead278f1ae06,3,2024-04-19,"Fine dining plating is proper. Venue is lovely. Food is proper, desserts are really nice. Main courses are predictable and decent, but taste-wise, not wow. 1 waiter really does his job, hats off, while the rest of the service team, I can see from their faces that they were hoping for the customers to just not exist     Didn t feel welcomed or appreciated at all. Nobody holds the door on our way in or out, they were standing 50 cm from the door though, watching us trying to get in. Maybe it was a bad / moody day for them that day, who can tell. I don t think we will come back as I find nothing special in terms of taste of the food  and the steep service fee we paid was definitely not worth it at all.",0,1.0
ChIJzRmdqe5Zei4RGYqXvTw-x8c,e42124551bede404d95797a665b35d2d,3,2024-03-14,"If an item is out of stock, its best to update it immediately on Gofood so customers dont get confused.",0,1.0
ChIJL1C0jzVXei4REcuFPz8DqBo,3051a39f13ac0c21702036d07d62e59d,1,2024-05-12,"Actually, the ambience is quite good for a hidden game, right? Just went there last night, not very friendly. Ms. Barista seemed a bit rude. Oh yes, for some reason the serving of drinks is different for every customer. I saw other customers being served in beautiful glasses, while the four of me, two people were served in glasses and ours was in unattractive plastic packaging hahaha. Even though we both dine in and had high expectations for the presentation at that price, I didnt want to take photos so I wasnt in the mood haha    Sorry to say, its not worth it.",0,1.0
ChIJ4bQL7CzzaS4RWgFdLxpZe1o,b64bd03604ba16380447fc667eb165fe,3,2023-05-13,"Terakhir kali k tempat ini kualitas rasa minumannya agak menurun..  hrsnya sih wlpn pake es kan bkn brti rasanya agak tawar.. tp waktu itu beli kok rasanya agak tawar, pdhl antara jarak waktu minuman dibuat dan diminum kurang dari stgh jam.",0,1.0
ChIJBW8mD2P5eS4Rm1MteRg7bxY,35030eed68a162b11893825c9927f8ae,2,2024-04-14,"The menu is not complete, the food is not delicious",0,1.0
ChIJrZhxks1Vei4RzJLWWiDXmOo,20900b40990f5961d65201dc3121064c,3,2023-05-14,"T4 is comfortable, relaxed, has a village atmosphere, still natural",0,0.0
ChIJB4peTf8vei4RcpalLZx1VMY,1aa5d5556e33fdf336a213e9a555f120,1,2023-06-11,"How come 4.9 stars huh -.- I just went there, I really regret it. In terms of service + time its not okay. Its really great just to make tea with nasgor. Thats how it feels too far from being better. Apart from the strong onion taste, the nasgor also tastes very spicy + the chili peppers are big (the grinding isnt smooth enough). Even though I didnt request it spicy either. The fries and the royco seasoning are scattered everywhere, I really want to cry. The tea isnt fresh, my God :( Hopefully the owner will be aware soon so he can make an evaluation. Thank you :(",0,1.0
ChIJs7FPET9b0S0RivbrRVpqd3o,8395875e38bf7612a186925627ca309c,3,2023-05-14,"Its too busy, maybe because its peak season... the campus is really light so you can sleep at night =). Oh yes, it is located very close to the prayer room/mosque and we came in the month of Ramadan so it tended to be a bit difficult to communicate with each other because it was very noisy Kid-friendliness: The place is small and rocky... so a small child/wheelchair wont be comfortable Wheelchair accessibility: The road is uneven, rocky so there is no wheelchair access",0,1.0
