place_id,review_id_hash,rating,published_at_date,english_review,sentiment,label
ChIJ20RxCijxaS4Rwd8asIohjew,599965cb85f801c429c3cbac7590b59c,5,2020-05-13,Top,1,0
ChIJWS4uD7vlaS4RTeId0x-K9bI,46d6aed2848e9add33811c0cfbe43c0f,5,2022-05-14,Such a cozy place! Its perfect for hanging out with friends,1,0
ChIJJ9VmofODeC4RzOxGKk58xnY,5d64036c2db45b53cf82e689ebe1b4de,4,2023-05-14,"Comfortable place and far from noise. Suitable for gatherings or just drinking coffee, prices are still affordable for college students. The menu may just be according to your taste",1,0
ChIJTdAaRWHxaS4R7LFBd5PzELc,a7a36e2250e7f62114247523277721f7,5,2024-01-10,Angry chili shrimp udon,1,1
ChIJxXvwLCT1aS4RvBXmLsHOTbA,7db42d9e78b34e59f384005f9681f163,5,2024-03-10,"Tried a new place here because I had eaten in the area near here. The place is comfortable and quite spacious. You come in groups, around 10 people and get a comfortable place. The taste of the coffee is still okay for this price, dont feel like a loss. Come here on a Saturday night, there is live music too.",1,1
ChIJWRmJR0aNaS4RZLkN9AqdxKo,1265305c3f4cbebbac62254174c496c1,5,2023-09-10,"At first I was confused about where to go, then checked TikTok and found this and it turned out to be close, I really like it here, honestly, its nice, comfortable, cool and the plus point is there are no mosquitoes, and in terms of menu prices, its so so because the average coffee shop price is this much, and for drinks and the food is also okay, but there is one thing that is lacking, namely, for example, if you sit on the edge near the exit from the parking lot, its a bit uncomfortable, you can see from the photo, there are really bright lights shining in your face, this is really annoying for chatting, actually, Its such a shame that people sitting there are uncomfortable, maybe you can turn it off or replace the lights which are not too bright, just for lighting, thats all.",1,1
ChIJA0PHO4Ap1i0RrbXRNRmTY3w,ba9a56659fa5f00e9df213051af1b7c6,5,2024-03-14,Excellent,1,0
ChIJByUqS4_zaS4RAhTVtdab4aA,73f4339d08ee7164729da9eb8fa502be,5,2024-04-22,"The food is all delicious, from the Aceh fried rice, Aceh noodles, and cane. the service is fast too, the place is comfortable and spacious, the parking lot is also spacious. cool for hanging out at night. The price is also standard, not expensive, affordable, worth it for the portion. Its just a shame that there are no special non-smoking rooms because the area is all open. recommended and must be repeated here!",1,1
ChIJUZ4zASP7aC4RL2JUXCjcOWs,398d818fc41d7f3a4bec94c74885b2b3,5,2023-05-14,The sultans taste is the price of the common people,1,1
ChIJtQObYc5Zei4RDnftCgYywkg,72d7632b40809e1a0110e85f56fb5b34,5,2022-05-12,"Superb cafe! Lovely! Awesome! Retro theme, many variation of drinks, but space is not too big. Affordable prices. They also have a barber shop too.",1,0
ChIJo-FDAs6TeS4RB2NaP30Geyo,e799a1270a3d9bfe5bb08045a1b03e91,5,2022-05-12,Nice,1,0
ChIJU90dO0CH1y0RQimCHpuqlwo,d4ac0a64752dc2ef22d051af69b41140,5,2024-02-14,"There is a gym. Very good, suitable for those who like the gym",1,0
ChIJo3i2a2Ct1y0RG76RkoA5Vqw,cdcecc3f5e119b8f31e84009b9fc25cd,4,2024-03-12,"Good taste, affordable prices..comfortable and clean place.",1,0
ChIJERicv_30aS4RO3E8NOzjUJw,a830827dc39d9ab31d4a072df58ea764,5,2023-05-10,"The service is very good, the response is very fast, the place is very suitable, worth it for hanging out The best thing is (Dont forget to stop by, guys)",1,0
ChIJIz7hp9yGaS4RoVbgDEE4IAI,1633fb076b864df766e2f20ab62ed5f6,5,2022-05-15,"The place is comfortable, clean, the waiters are friendly. The meatballs & chicken noodles are delicious  the price is affordable and wont break the bank Meatball and chicken noodle lovers, please come closer",1,0
ChIJHQ4VwBtXei4RPyqFIGXDkSQ,703ab81636250501c402c0a95b4b8a77,5,2023-07-12,The atmosphere is relaxed and the drinks are really delicious,1,1
