place_id,review_id_hash,rating,published_at_date,english_review,sentiment,label
ChIJMyAGD3WBeC4Rnnn0weww21Q,b0276f5b2a6cd82464b1144f39ac726b,1,2024-03-12,Not friendly,0,1.0
ChIJDTnrzsT2aS4RfdrEB4D_ufw,85d0e213a1078ac427adfc8e6643d2c6,3,2024-04-22,45 thousand chickens are as big as their heads :(,0,1.0
ChIJq6qq6gyOQS4RMU4JBktL_SU,cdcb7178a046075cdac6f6287495a127,3,2023-09-14,The burger is delicious,0,0.0
ChIJ8anP6p5Zei4R1bv44gCG8_0,a895d1add2280a153450f597a976776f,3,2023-11-12,"at this price, the quality of the chicken could be improved. could barely taste the ginger in my palate. the rice is also a tad bit dry",0,1.0
ChIJB1NzRtrrei4RM6gBrDuv1dE,3da99cdd755728be105fd22d3d05e5f0,2,2024-04-23,"[Honest Review] The coffee doesnt taste, it just tastes like milk mixed with palm sugar Regrads",0,1.0
ChIJI7xIOcn7aS4R-opeyoECMtg,dabd78c76df488522de63b20044778ea,3,2024-04-14,"Come here to break the fast together on Thursday 28 March 2024. Some of the food I tasted and here is my assessment: 1. Fried noodles: tastes bad, sticky. I have a photo. 5/10 2. SantN beef soto: the taste is still okay, 7/10. But it took a long time to come. Ordered from 5 oclock, the intention was to break the fast, but the food only arrived at 6.30. 3. Chocolate toast: this tastes delicious, the chocolate is quite thick. 9/10 4. Iced milk coffee: the coffee is delicious 8/10 5. Ice cream toast: childrens favorite 8/10 Thats all my criticism. Hopefully the taste of food other than bread can be improved. Dont worry about the noodles. Thanks.",0,1.0
ChIJNdUrkm2FaS4R9bTMWJbia8E,f655fbb99eea5d3fac803b2894041af4,1,2023-05-15,Slow service for ojol drivers Sometimes its the latter that comes first The waiters mostly chat,0,1.0
ChIJW0B6L9dfcC4RjWoZU1cJoSs,25f32d621c2bf0db41837d716232ac7b,3,2024-04-30,"the food is not good, the service takes a long time, the place is ok",0,1.0
ChIJlVJUdORZei4R-4xeOvbCNQM,fc24e66256bf5d965972121bb6e25dbc,1,2024-04-12,"I want to say the service is minus because we waited 2 hours, we are far from Semarang. But the service is really poor. Even though the order was soto, which is easy to make. And there are still 5 more tables that are the same and HAVENT COME OUT AT ALL. The owner also went home when someone complained. Hauuuu how are you? I dont recommend this place. SORRY",0,1.0
ChIJlfc1ueYfcS4R5exFlxq80ww,97362fb6393929931a54b84822fb73a9,3,2020-05-14,"One can offer far better and diverse fish menu in a seaport town with such a lot of fishing boats around. A tiny bandeng (milkfish) was ok for a light breakfast, but not for a lunch. The bottom line: serve proper food instead of biased customer reviews.",0,1.0
ChIJoZECkxgFQi4RjizPObnhRFs,fbe05166cff5ded5d642e1328900e117,1,2023-05-10,"A class of soul promises ran out of gas, so waiting a long time, it sucks, There is no gas stock",0,1.0
ChIJv5nbtU_xaS4RtP56KAVbVJc,1e6d3ab7539f976e9a7bb615f55df62e,3,2024-03-10,"Ok first, this place is one of the best options to just hangout and chill, the food is quite good. They also have indoor and outdoor. BUT, I believe they have too many staffs inside the kitchen, chit chating and talking with loud voice (I mean, can you do that in open kitchen). Seriously man, you guys are so loud and noisy.",0,1.0
ChIJa9D0Hlf7aS4Ra7GhRtYVDEA,2886aeb39f372b58d134bfd3a64cd465,2,2024-01-14,"Hot and lots of flies. If you want to pay, you wont be given a bill, just mention the total amount to pay via QRIS.",0,1.0
