place_id,review_id_hash,rating,published_at_date,english_review,sentiment,label
ChIJwQ9MWJMVby4RVpFkDa9GeWs,ea6c9daab10ecfc89c45eea782103810,5,2024-02-11,"Great, good for relaxing with friends",1,0
ChIJfZIR3nH3aS4R0YpAM-SlB14,25a903b44fa75b173b3b34f2cccd1251,5,2023-11-13,"I ordered Pork Sambal Matah (Rice Bowls), the taste was delicious but a little oily. The location is across from Puri Indah Mall, the place is a bit less spacious but cozy.",1,1
ChIJIVQFODe3ey4Rza3jlmPyDv8,906624c31f5f663327a0a4880b5e375c,5,2024-02-14,An alternative when going to the beach,1,0
ChIJWygLkPXlaC4R7JfFNaD_t-I,7fda93ac2cce50aad82d2a804adc368c,4,2023-09-15,"Dunkin Donuts in Cibabat is a popular place to enjoy a variety of delicious donuts, coffee and snacks. With a wide selection, cozy atmosphere, and affordable prices, this is the perfect place to enjoy satisfying snacks and drinks.",1,0
ChIJu_bzjmC-eS4ROK7efyNImTY,22750aa2f2faf7332c137e181d974184,4,2024-04-23,"Come with family, the place is strategic, aesthetic, spacious and comfortable, suitable for coming alone or gathering with family, friends or colleagues There are many menus ranging from light to heavy meals with a variety of dishes I happened to order fried rice, gejrot tofu, bakmi godok and spaghetti For delicious fried rice, its a shame that the rice used was too soft. In my opinion, if the rice was just right, it might have been better The gejrot tofu is just not sweet enough so it tastes lacking Potato wedges are also not bad, they are big in size, its a shame that the sauce is a bit small Dont ask, the parking area is large enough so that there are no difficulties when bringing a vehicle Recommended to be able to come back to enjoy other menu items",1,1
ChIJudVRwpFRei4RBY52ZOCrQlI,26a02fd9d964097004fd2705e8bce592,5,2024-05-11,"First time here...and it turns out the place is really good for doing assignments and doing office work as well. The food is also delicious and the prices are still pocket friendly. I ordered a chocolate caramel drink, it was really delicious, in my opinion, it didnt bother me. Inside there is also air conditioning so its cool.",1,0
ChIJf11RJiq6ey4RFfQEZtRCGlI,4e0022b39310bd3216882c78f9bdd8fb,5,2022-05-14,"The food is all delicious. We were a large group but there was nothing on the menu that disappointed us. The fish is cooked just right and the spices permeate, the chili sauce is kicking too! The spices on the vegetables are also delicious. It was a bit surprising because usually when we randomly stop at a restaurant on the side of the road, it just feels standard, but not this time. The parking is also spacious, we were a group of around 5-6 cars but we still managed to find space. The location is also not too far from beach tourist locations. Keep maintaining the quality, ladies and gentlemen who cook",1,0
ChIJIz9zAtet1y0R-PeX06KoIgQ,b83f29b53b0e1921f19a18960cc74048,5,2023-08-12,B2,1,0
ChIJTSCZquzhaC4R77zKCzV0bgk,750f6faf0231fa421a47df79ca994645,5,2024-04-30,The best will immediately be added to the list for the future,1,1
ChIJES0Ca_NXei4RmXgDTb1W8SI,0f007fcec361f7cb8932287d53da0455,5,2022-05-12,Mantaabbb,1,1
