place_id,review_id_hash,rating,published_at_date,english_review,sentiment,label
ChIJQedinjL9aS4RY4kMtmwDjPc,0271310da1323158bed215677a6e34a3,1,2024-04-30,"This is the last time I visit this place. Since the last manager and many staff members resigned, this has not been good service. Staff not well trained. And if I want to pay with cash, its not even possible. If they cant, dont pay, they refer to the Currency Law, all payments in rupiah must be accepted by all business actors in Indonesia. It is recommended that the payment system that applies every time a transaction occurs is an optional payment system.",0,1.0
ChIJX0mEj_b3aS4R1ofZTAuU0ro,984bc94238897d5f6ca67ca827518f02,1,2021-05-13,Damage,0,0.0
ChIJ39lZMmbzaS4RNSi9FQkNFfY,9c4aa26b5811b5f9588787866bf0bbd4,2,2023-12-13,"The cafe is really nice, I really like the cute interior, the downstairs and upstairs rooms are just as nice, the place is comfortable, no wonder there are lots of WFC people here because the ambience is really chill, but its really a shame to order the orange milky, the Ket menu uses vanilla ice cream and vanilla syrup but the one that came didnt have any ice cream that really tasted like squeezed oranges in a blender with milk I swear it didnt live up to expectations especially since the price was pricey, dude, just dont worry about it, just buy the ambience, not the drink.",0,1.0
ChIJG5Y1YEpXei4R75Tm0vT5G84,c8475bced9de73f07eb43f2c8e33e976,2,2024-04-12,"Actually the place is nice but the service is bad, obviously there were no customers other than me at that time but the barista (and also the cashier at that time) was on the phone but didnt turn it off even though he saw me coming, until finally I sat down but I was already in a bad mood and the barista was annoyed hahaha. But the place is really nice, very suitable for WFC!!! And its really cozy, basically 5 stars for the ambience",0,1.0
ChIJbe8tOs6MaS4R5QApuOqpyFc,0a16037950366772b8bf7af4ec6d10c7,1,2024-01-10,"It feels like the food and drinks are really bland, really disappointed even though the kitchen looks intentional but the products arent really there. Try to evaluate the managements place of business, poor businessman if the incompetent person turns out to be the cook",0,1.0
ChIJPyuzqJ1fei4RhOI2Si-RXTk,ca611fa023eab3c95fe573d4e0abfd88,1,2024-01-12,"The cashier is rude, his face is dirty, he is not friendly, 1/10, the taste of the food is 5/10.",0,1.0
ChIJX7z8_r6L1i0RjWGipMk5_k0,25a7a9227f7b17178579f48e9b609534,3,2021-05-12,Comfortable place,0,0.0
ChIJ3Zy6h-6_eS4R3_f8mXSjccE,8bb695f5ff313a53ea8fb300744310db,3,2023-05-14,Its been a long time     the atmosphere is delicious but the food just happened to be there and it tasted salty,0,1.0
ChIJxbTbU4PvaS4RJk0xukDy7d0,5ce8288f91df561ba5f05341fd7a2ea5,2,2024-03-14,The service is really bad,0,1.0
ChIJjTX4gcnzaS4RhLPA1Y4_Ypo,eac559a1e2410281ec5f62eac80f3785,1,2023-05-13,"It takes a long time to prepare the food, if you hurry its not recommended",0,1.0
ChIJw0rR7z6pei4RyvKlA-h8Kcg,fc546fbd0f8e6490da11f17048d973ca,3,2020-05-14,Delicious and delicious,0,0.0
ChIJiZN1dSb1aS4ROy666aX4q7s,972a051f3358499f43011487cee7ddec,3,2024-04-10,"Delicious, but takes a long time to cook, around 70 minutes",0,1.0
