place_id,place_name,review_id_hash,rating,review_text,published_at,published_at_date,response_from_owner_text,response_from_owner_ago,response_from_owner_date,review_likes_count,total_number_of_reviews_by_reviewer,total_number_of_photos_by_reviewer,is_local_guide,review_translated_text,response_from_owner_translated_text
ChIJbZzDvdL4aS4Rc4by0iAfxHs,KFC Kisamaun,5c207634751bfa092dc636e07607f17d,3,,8 hours ago,2024-05-14 06:43:18.792506,,,,0,155,16,True,,
ChIJbZzDvdL4aS4Rc4by0iAfxHs,KFC Kisamaun,77533b907bdee9e740308d3b134aa4a4,5,,2 days ago,2024-05-12 14:43:18.794551,,,,0,9,66,True,,
ChIJbZzDvdL4aS4Rc4by0iAfxHs,KFC Kisamaun,06934715a0d36a11db95fee870154d6c,5,,a week ago,2024-05-07 14:43:18.796611,,,,0,64,20,True,,
ChIJbZzDvdL4aS4Rc4by0iAfxHs,KFC Kisamaun,f0987c64b6f69fbd20d024d64781b28f,5,,a week ago,2024-05-07 14:43:18.797564,,,,0,1,18,False,,
ChIJbZzDvdL4aS4Rc4by0iAfxHs,KFC Kisamaun,47855104a90a86ca3b34e512302d35bd,5,,a week ago,2024-05-07 14:43:18.797564,,,,0,1,,False,,
ChIJbZzDvdL4aS4Rc4by0iAfxHs,KFC Kisamaun,4c5fb5e23052375c11c9bbf0ea277754,5,mantap,a week ago,2024-05-07 14:43:18.797564,,,,0,6,13,True,Excellent,
ChIJbZzDvdL4aS4Rc4by0iAfxHs,KFC Kisamaun,3d848ed48f57b97180a37f82e8d9e5a2,5,Bagus tempat nya,2 weeks ago,2024-04-30 14:43:18.806074,,,,0,371,,True,Its a good place,
ChIJbZzDvdL4aS4Rc4by0iAfxHs,KFC Kisamaun,89a7488fcdaca4c4c954ce4b1bd9181b,5,Saya makan di KFC kisamaun mendapatkan pelayanan yang sangat baik dan Akurat.,2 weeks ago,2024-04-30 14:43:18.809098,,,,0,1,,False,I ate at KFC Kisamaun and got very good and accurate service.,
ChIJbZzDvdL4aS4Rc4by0iAfxHs,KFC Kisamaun,a087f661e7f01bd9e70dba06a8bea85a,4,,2 weeks ago,2024-04-30 14:43:18.812261,,,,0,3,,False,,
ChIJbZzDvdL4aS4Rc4by0iAfxHs,KFC Kisamaun,b3a6d79b7a4ee4dcd0416e8af149a959,5,,2 weeks ago,2024-04-30 14:43:18.813302,,,,0,41,218,True,,
