place_id,place_name,review_id_hash,rating,review_text,published_at,published_at_date,response_from_owner_text,response_from_owner_ago,response_from_owner_date,review_likes_count,total_number_of_reviews_by_reviewer,total_number_of_photos_by_reviewer,is_local_guide,review_translated_text,response_from_owner_translated_text
ChIJZx-Q8pwWei4Rokw3V5Ien2U,WS Warung Steak,50743a5bfbb34065dfa579975dc7f3ab,5,Enak harga terjangkau byk pilihan menu,2 days ago,2024-05-13 12:41:41.287093,,,,0,35,3,True,"Delicious, affordable prices, lots of menu choices",
ChIJZx-Q8pwWei4Rokw3V5Ien2U,WS Warung Steak,60b1dbc6a70a81a95326fc23318db882,4,,2 days ago,2024-05-13 12:41:41.289093,,,,0,32,71,True,,
ChIJZx-Q8pwWei4Rokw3V5Ien2U,WS Warung Steak,9c285f2c26106951fdd4d9162a9431cb,5,,5 days ago,2024-05-10 12:41:41.290093,,,,0,3,6,False,,
ChIJZx-Q8pwWei4Rokw3V5Ien2U,WS Warung Steak,f646298a77148ea62fab03c6b1523e88,5,,5 days ago,2024-05-10 12:41:41.292093,,,,0,1,7,True,,
ChIJZx-Q8pwWei4Rokw3V5Ien2U,WS Warung Steak,994d8b6167e7a75598543dfc1660b38c,5,,a week ago,2024-05-08 12:41:41.293093,,,,0,4,,False,,
ChIJZx-Q8pwWei4Rokw3V5Ien2U,WS Warung Steak,9346c41ebd881ad9c1401e82916ccbc8,5,,a week ago,2024-05-08 12:41:41.295093,,,,0,3,9,False,,
ChIJZx-Q8pwWei4Rokw3V5Ien2U,WS Warung Steak,fa906d21571c2a6a28b9a7e7c46f49cb,5,,a week ago,2024-05-08 12:41:41.296094,,,,0,,,,,
ChIJZx-Q8pwWei4Rokw3V5Ien2U,WS Warung Steak,9b52f8155c4c0644e85e843c61adafe3,4,Mohon pelayananannya jangan terlalu lama menunggu/ dipercepat.,a week ago,2024-05-08 12:41:41.297094,,,,0,4,1,False,Please dont wait too long/speed up the service.,
ChIJZx-Q8pwWei4Rokw3V5Ien2U,WS Warung Steak,5f43aef025b98e443b795eef91373b09,5,,a week ago,2024-05-08 12:41:41.299093,,,,0,5,20,True,,
ChIJZx-Q8pwWei4Rokw3V5Ien2U,WS Warung Steak,c1ff4ef2b57f5851dfa4cd304849d69b,3,"Dari sekian banyak WS yang ku kunjungi, entah kenapa di sini pelayanannya paling lama. Ga cuma sekali loh, SELALU LAMA. Padahal kondisi warung ga lagi rame. Ga tau ada kendala di kitchen atau emg aku selalu apes sm pelayanan di sini. Es tehnya dateng cepet tp steakny keluar 50 menit kemudian, dah gitu sampai aku selesai makan ada 1 menu yang belum dianter. Aku tanya ke staff ternyata GAK dibuatin. Yawes aku cancel aja. Makanan dan porsi WS ga banyak berubah dari dulu, enak, kecuali saosnya ga sih? Menurutku saos sambel yang dipake skrg kurang enak agak asem. Karena berkali2 kesel sama pelayanan yg lama banget di sini jadi aku bikin reviewnya. Semoga ada perbaikan dari management. WS lain ga selama ini soalnya padahal lebih rame.",a week ago,2024-05-08 12:41:41.300093,,,,0,64,134,True,"Of the many WS I visited, for some reason the service here took the longest. Not just once, ALWAYS A LONG TIME. Even though the shop is no longer busy. I dont know whether there are problems in the kitchen or whether Im always bad at the service here. The iced tea came quickly but the steak came out 50 minutes later, and that was until I finished eating, there was 1 menu that had not been delivered. I asked the staff and apparently it was NOT made. Yes, Ill just cancel. The food and portions WS havent changed much from before, its delicious, except for the sauce or not? In my opinion, the chili sauce used now is not delicious, its a bit sour. Because Ive been annoyed many times with the very slow service here, I made a review. Hopefully there will be improvements from management. The other WS wasnt this long because it was busier.",
ChIJZx-Q8pwWei4Rokw3V5Ien2U,WS Warung Steak,60a8c23cdee2e32ee66bd528aac48b8a,5,Mantab...,a week ago,2024-05-08 12:41:41.953311,,,,0,200,9,True,Great...,
ChIJZx-Q8pwWei4Rokw3V5Ien2U,WS Warung Steak,19e6420fe8c4777f761f9f816debfd6b,5,,a week ago,2024-05-08 12:41:41.954311,,,,0,1,13,False,,
ChIJZx-Q8pwWei4Rokw3V5Ien2U,WS Warung Steak,1e5becca5eaaf4c31920a98d5ddaf644,5,,a week ago,2024-05-08 12:41:41.955311,,,,0,,,,,
ChIJZx-Q8pwWei4Rokw3V5Ien2U,WS Warung Steak,9ac33cf1acf5dc36e09a489ce1f20a7c,5,tempat maem steak paling the best..,a week ago,2024-05-08 12:41:41.957311,,,,0,3,4,False,the best place to eat steak...,
