place_id,place_name,review_id_hash,rating,review_text,published_at,published_at_date,response_from_owner_text,response_from_owner_ago,response_from_owner_date,review_likes_count,total_number_of_reviews_by_reviewer,total_number_of_photos_by_reviewer,is_local_guide,review_translated_text,response_from_owner_translated_text
ChIJUQyDGr1Xei4RO5dXFv3bepE,Mediterranea Restaurant by Kamil,076dd6d5f989b6136d4ec85516db877f,5,A very nice place with delicious food. We had a duck breast and a duck leg and they were both good Food,2 hours ago,2024-05-14 14:09:21.409962,,,,0,74,217,True,,
ChIJUQyDGr1Xei4RO5dXFv3bepE,Mediterranea Restaurant by Kamil,1fd0dc4c71432a1a4194141006722e54,5,Delicious food Like it Yang mau makan khas Londo Mampir sini..makanannnya enak trus tempatnya asik Rotinya yg di jual juga enak2.. Rugi kalau ga kesini Mantab2,3 hours ago,2024-05-14 13:09:21.411967,,,,0,8,3,False,Delicious food Like it Those who want to eat typical Londo food Stop by here...the food is delicious and the place is cool The bread they sell is also delicious... Its a loss if you dont come here Great,
ChIJUQyDGr1Xei4RO5dXFv3bepE,Mediterranea Restaurant by Kamil,40096d663a261680aa6bd0b6231ffb0e,5,,3 hours ago,2024-05-14 13:09:21.412968,,,,0,3,1,False,,
ChIJUQyDGr1Xei4RO5dXFv3bepE,Mediterranea Restaurant by Kamil,978769b1057c9c2c0bdff4a7b871f924,5,Great restaurant for breakfast,17 hours ago,2024-05-13 23:09:21.414966,,,,0,37,17,True,Klasse Restaurant zum Fruhstuck,
ChIJUQyDGr1Xei4RO5dXFv3bepE,Mediterranea Restaurant by Kamil,db344a41c38a2a3b9247a71f66076edc,5,,21 hours ago,2024-05-13 19:09:21.416966,,,,0,1,,False,,
ChIJUQyDGr1Xei4RO5dXFv3bepE,Mediterranea Restaurant by Kamil,c720b78ae5d5e437fb9f5f0c2fbeeaf9,5,,a day ago,2024-05-13 16:09:21.417966,,,,0,25,10,False,,
ChIJUQyDGr1Xei4RO5dXFv3bepE,Mediterranea Restaurant by Kamil,421d16b229a8160fb14c3efe30cd8848,4,"French & Mediterranean food. Was order French one. Taste good. Can say half fine dining, alcohol also served here, good ambience. But table configuration is too close one to another, you can hear your neighbor whisper Many western tourist eat here too... Minus, youll have to wait for more than 15 mins during weekends to be seated. Vegetarian options: Theres an option for vegans",a day ago,2024-05-13 16:09:21.418968,,,,0,63,153,True,,
ChIJUQyDGr1Xei4RO5dXFv3bepE,Mediterranea Restaurant by Kamil,6710d06c62ff83b7e61fb13642dc7db1,4,Delicious food after waiting in line for an hour.,a day ago,2024-05-13 16:09:21.420966,,,,0,57,23,True,"Heerlijk gegeten, na een uur in de rij te hebben staan wachten.",
ChIJUQyDGr1Xei4RO5dXFv3bepE,Mediterranea Restaurant by Kamil,c33fd6ec1f64534cc521ed5c00545999,5,,a day ago,2024-05-13 16:09:21.421966,,,,0,20,75,True,,
ChIJUQyDGr1Xei4RO5dXFv3bepE,Mediterranea Restaurant by Kamil,8dc668ded06aaf8903dc73e67b870235,5,,a day ago,2024-05-13 16:09:21.423966,,,,0,15,42,True,,
