place_id,place_name,review_id_hash,rating,review_text,published_at,published_at_date,response_from_owner_text,response_from_owner_ago,response_from_owner_date,review_likes_count,total_number_of_reviews_by_reviewer,total_number_of_photos_by_reviewer,is_local_guide,review_translated_text,response_from_owner_translated_text
ChIJH03CYY1Xei4RTDTe65njvUk,Bale Raos - The Sultan's Dishes,fa2b21d05339a62c842b2196654e3ff7,5,,3 hours ago,2024-05-14 13:48:08.869654,,,,0,14,2,True,,
ChIJH03CYY1Xei4RTDTe65njvUk,Bale Raos - The Sultan's Dishes,0ba5560c59ffe8d9236b781b64d970f3,4,"kemarin bukber disini enak, satenya enak",11 hours ago,2024-05-14 05:48:08.870659,,,,0,99,30,True,"yesterday the bukber here was delicious, the satay was delicious",
ChIJH03CYY1Xei4RTDTe65njvUk,Bale Raos - The Sultan's Dishes,f473b05de5d465bf56875ac76dd6878d,5,Nyaman dan anggun utk acara bersama,22 hours ago,2024-05-13 18:48:08.872658,Terimakasih bapak Nursinggih Harjanto Atas kunjungannya ke Bale Raos Restoran. Terimakasih juga atas reviewnya yg diberikan. Kami berharap bapak Nursinggih berkenan dengan sajian dan pelayanan dari kami. Ditunggu kedatangannya kembali di Bale Raos Restoran .Terimakasih,21 hours ago,2024-05-13 19:48:08.872658,0,162,25,True,Comfortable and elegant for group events,"Thank you, Mr Nursinggih Harjanto, for your visit to Bale Raos Restaurant. Thank you also for the review provided. We hope that Mr Nursinggih will be pleased with our offerings and services. Looking forward to welcoming you back to Bale Raos Restaurant. Thank you"
ChIJH03CYY1Xei4RTDTe65njvUk,Bale Raos - The Sultan's Dishes,a09819b5bab571c739df3c8c12dbb38c,5,Just for the dining experience alone is sufficient reason to give this restaurant a go. The place has a palatial feel navigating through an outer guest area that also features an art gallery before reaching a centre courtyard surrounded by different dining areas. There s also live music which adds to the delightful dining experience. Food is above average but I wouldn t recommend the dessert. The one I ordered did not taste great.,a day ago,2024-05-13 16:48:08.874658,Terimakasih kak L T atas kunjungannya ke Bale Raos Restoran Yogyakarta. Terimakasih juga atas reviewnya yg diberikan. Kami berharap kak L T berkenan dengan sajian dan pelayanan kami. Kami tunggu kedatangannya kembali di Bale Raos Restoran Yogyakarta    terimakasih,a day ago,2024-05-13 16:48:08.874658,1,90,300,True,,Thank you Sis L T for visiting Bale Raos Restaurant Yogyakarta. Thank you also for the review provided. We hope that Sis L T is pleased with our food and service. We look forward to welcoming you back to Bale Raos Restaurant Yogyakarta    thank you
ChIJH03CYY1Xei4RTDTe65njvUk,Bale Raos - The Sultan's Dishes,a740dfd3c4711cefa3fb199c0b73cb6f,5,Mencicipi menu masakan untuk sultan pada jaman dulu. Untuk rasa lumayan enak.,3 days ago,2024-05-11 16:48:08.875659,"Terimakasih kak Nico sudah berkenan meluangkan waktunya singgah di Bale Raos Resto, terimakasih atas review yang diberikan. Harapan kami semoga kak Nico berkenan dengan sajian dan pelayanan kami. Kami tunggu kedatangannya kembali di Bale Raos Resto terimakasih",3 days ago,2024-05-11 16:48:08.875659,0,87,194,True,"Tasting the cooking menu for sultans in ancient times. As for the taste, its pretty good.","Thank you, Nico, for taking the time to stop by at Bale Raos Resto, thank you for the review you provided. We hope that Nico will be pleased with our food and service. We look forward to welcoming you back to Bale Raos Resto, thank you"
ChIJH03CYY1Xei4RTDTe65njvUk,Bale Raos - The Sultan's Dishes,9761f8644a5f5f6b061ec9af58be948d,5,,3 days ago,2024-05-11 16:48:08.877661,"Terimakasih kak Rizky ,sudah meluangkan waktunya singgah di Bale Raos Resto. Terimakasih atas review nya kak. Semoga kakak berkenan dengan sajian dan pelayanan kami. Kami tunggu kedatangannya kembali di Bale Raos Resto terimakasih",3 days ago,2024-05-11 16:48:08.877661,0,6,,False,,"Thank you, Sis Rizky, for taking the time to stop at Bale Raos Resto. Thank you for the review sis. We hope you are happy with our food and service. We look forward to welcoming you back to Bale Raos Resto, thank you"
ChIJH03CYY1Xei4RTDTe65njvUk,Bale Raos - The Sultan's Dishes,b5e6eee9dab5a178f96dbf52ef29610b,5,"suasana nyaman, makanan enak banyak variasi .... sesuai konsumen",5 days ago,2024-05-09 16:48:08.879659,Terimakasih bapak Bambang Pujiono telah meluangkan waktu untuk berkunjung ke Bale Raos Restoran. Terimakasih juga atas review nya yang diberikan. Kami berharap bapak Bambang Pujiono berkenan dengan sajian dan pelayanan kami. Kami tunggu kedatangannya kembali di Bale Raos Restoran Yogyakarta    terimakasih,4 days ago,2024-05-10 16:48:08.879659,0,5,16,False,"comfortable atmosphere, delicious food with lots of variety.... according to consumers",Thank you Mr Bambang Pujiono for taking the time to visit Bale Raos Restaurant. Thank you also for the review provided. We hope that Mr. Bambang Pujiono is pleased with our food and service. We look forward to welcoming you back to Bale Raos Restaurant Yogyakarta    thank you
ChIJH03CYY1Xei4RTDTe65njvUk,Bale Raos - The Sultan's Dishes,cdf138d4d8c0514d9263097ef7f0de1d,5,"Pengalaman, lunch ala keluarga keraton. Dari makanan, pelayanan, tempat bagus",5 days ago,2024-05-09 16:48:08.881658,Terimakasih kak Erfansyah Reza telah berkunjung ke Bale Raos Restoran. Terimakasih juga atas reviewnya yg diberikan. Kami berharap kak Erfansyah berkenan dengan sajian dan pelayanan dari kami. Kami tunggu kedatangannya kembali di Bale Raos Restoran Yogyakarta. Terimakasih,5 days ago,2024-05-09 16:48:08.881658,0,45,,True,"Experience, palace family style lunch. From food, service, good place","Thank you, Erfansyah Reza, for visiting Bale Raos Restaurant. Thank you also for the review provided. We hope that Erfansyah will be pleased with our offerings and services. We look forward to welcoming you back to Bale Raos Restaurant Yogyakarta. Thank you"
ChIJH03CYY1Xei4RTDTe65njvUk,Bale Raos - The Sultan's Dishes,67f8b0caa9812383596e8c57fa430a4e,5,,5 days ago,2024-05-09 16:48:08.883658,Terimakasih Suryo A.S. telah berkunjung mencicipi hidangan di Bale Raos Restoran Yogyakarta. Terimakasih juga atas reviewnya yg di berikan. Kami berharap kak Suryo A.S. berkenan dengan sajian dan pelayanan dari kami. Kami tunggu kedatangannya kembali di Bale Raos Restoran Yogyakarta    terimakasih,5 days ago,2024-05-09 16:48:08.883658,0,6,11,False,,Thank you Suryo A.S. have visited to taste dishes at Bale Raos Restaurant Yogyakarta. Thank you also for the review provided. We hope that Suryo A.S. please with our offerings and services. We look forward to welcoming you back to Bale Raos Restaurant Yogyakarta    thank you
ChIJH03CYY1Xei4RTDTe65njvUk,Bale Raos - The Sultan's Dishes,0467676b9470c9febf2f5c88e8dacfaa,4,"Hati-hati buat yang pake maps krna kalau pakai jalan maps biasanya diarahkan dr blkg yg mana ga bs dilalui kendaraan. Tukang angkringan disitu juga bilang byk yg suka kesasar kesitu kalo pake maps. Ancer2nya dr pasar ngasem aja nnti ketemu pertigaan yg ada pohon beringinnya terus belok kiri kalo dr pasar ngasem, stlh itu lurus dah nyampek. Sekarang sy ulas menu2nya, waktu itu sy dipesankan bbrpa menu makanan. Favoritku dan aku rekomendasikan juga adalah java beer tapi lupa ga kefoto, selebihnya menu makanannya biasa aja rasanya. Dessertnya enaak tapi lupa namanya. Utk suasana tenang dan ayem dgn nuansa bangunan jawa.  Tempat bersih toilet bersih. Tapiii sgt disayangkan kolam air mancurnya bau menyengat, warnanya juga hijau. Waktu ksna ada pertunjukan tari juga. Dan disana juga ada galeri seninya jd bs sekalian keliling galeri seni. Dari segi pelayanan sudah bagus tapi ada karyawan yg menurut sy kurang ramah.",a week ago,2024-05-07 16:48:08.885164,Terimakasih kak lulu-u Azizah telah berkunjung ke Bale Raos. Terimakasih atas reviewnya yg diberikan. Kami mohon maaf atas ketidaknyamanannya. Akan kami jadikan evaluasi untuk team kedepan. Kami tunggu kedatangannya kembali di Bale Raos Restoran kak. Terimakasih,5 days ago,2024-05-09 16:48:08.885164,0,19,73,True,"Be careful for those using maps because if you use maps roads are usually directed from the block which cannot be passed by vehicles. The angkringan worker there also said that many people like to get lost there if they use maps. Just go from the Ngasem market and youll find a T-junction with a banyan tree, then turn left if you come from the Ngasem market, then go straight and youll reach it. Now Im reviewing the menus, at that time I ordered several food menus. My favorite and the one I also recommend is Java beer but I forgot not to take a photo, the rest of the food menu is just ordinary. The dessert is delicious but forgot the name. For a calm and serene atmosphere with the feel of a Javanese building. Clean place, clean toilet. But its a shame that the fountain pool has a strong smell, and the color is also green. At that time there was a dance performance too. And there is also an art gallery there so you can also go around the art gallery. In terms of service, it is good, but there are employees who in my opinion are not friendly.","Thank you sis lulu-u Azizah for visiting Bale Raos. Thank you for the review provided. We apologize for the inconvenience. We will use it as an evaluation for the team in the future. We are waiting for your return to Bale Raos Restaurant, Sis. Thank You"
