place_id,place_name,review_id_hash,rating,review_text,published_at,published_at_date,response_from_owner_text,response_from_owner_ago,response_from_owner_date,review_likes_count,total_number_of_reviews_by_reviewer,total_number_of_photos_by_reviewer,is_local_guide,review_translated_text,response_from_owner_translated_text
ChIJ3U6nZMT61y0RPfuZ5NZQlzo,McDonald's - Rungkut Madya,7a89bc2267d82552700d6e00d883925e,5,,5 months ago,2023-12-14 20:01:38.517880,,,,0,1,,False,,
ChIJ3U6nZMT61y0RPfuZ5NZQlzo,McDonald's - Rungkut Madya,ec002753d45547c906ea8b2b22c73fe2,4,,5 months ago,2023-12-14 20:01:38.518386,,,,0,3,,False,,
ChIJ3U6nZMT61y0RPfuZ5NZQlzo,McDonald's - Rungkut Madya,4c04ab74604d0c27e44e820befd8470d,4,,5 months ago,2023-12-14 20:01:38.519390,,,,0,27,2,True,,
ChIJ3U6nZMT61y0RPfuZ5NZQlzo,McDonald's - Rungkut Madya,d1a654c914319b2c12a85c6fa0a6c65f,5,,5 months ago,2023-12-14 20:01:38.520390,,,,0,19,6,False,,
ChIJ3U6nZMT61y0RPfuZ5NZQlzo,McDonald's - Rungkut Madya,988bf13a8b6a21f69596424d1fbc7c7d,4,"Sama seperti cabang yang lain, parkirnya luas, pelayanan ramah. Waktunya lebih fleksibel, cocok untuk nugas dan nongkrong",5 months ago,2023-12-14 20:01:38.522390,,,,0,83,29,True,"Just like other branches, spacious parking, friendly service. The time is more flexible, suitable for doing assignments and hanging out",
ChIJ3U6nZMT61y0RPfuZ5NZQlzo,McDonald's - Rungkut Madya,8e6cc610c1ec004615d01d7ae5bef9ca,5,,5 months ago,2023-12-14 20:01:38.523904,,,,0,17,6,True,,
ChIJ3U6nZMT61y0RPfuZ5NZQlzo,McDonald's - Rungkut Madya,bd5a1b8b6871c21c15940f24860cf9fe,5,,5 months ago,2023-12-14 20:01:38.524906,,,,0,,,,,
ChIJ3U6nZMT61y0RPfuZ5NZQlzo,McDonald's - Rungkut Madya,94c96c6f908ac9fca2762077d87da939,5,"Burger, es crem enak",5 months ago,2023-12-14 20:01:38.526905,,,,0,49,30,True,"Burgers, delicious ice cream",
ChIJ3U6nZMT61y0RPfuZ5NZQlzo,McDonald's - Rungkut Madya,63ce2da8ce54882cedae2f67894b8f1c,5,,5 months ago,2023-12-14 20:01:38.528409,,,,0,3,,True,,
ChIJ3U6nZMT61y0RPfuZ5NZQlzo,McDonald's - Rungkut Madya,c9973af504e8e4ceea4b49012c272a88,5,,6 months ago,2023-11-14 20:01:38.529414,,,,0,64,7,True,,
ChIJ3U6nZMT61y0RPfuZ5NZQlzo,McDonald's - Rungkut Madya,edb2c559b0003ad9d06931db1e0193d0,5,Cepat penyajiannya,6 months ago,2023-11-14 20:01:38.991298,,,,0,120,28,True,Quick serving,
ChIJ3U6nZMT61y0RPfuZ5NZQlzo,McDonald's - Rungkut Madya,24411d71b2300847a94355fcc00f4315,5,,6 months ago,2023-11-14 20:01:38.993298,,,,0,22,11,False,,
