place_id,place_name,review_id_hash,rating,review_text,published_at,published_at_date,response_from_owner_text,response_from_owner_ago,response_from_owner_date,review_likes_count,total_number_of_reviews_by_reviewer,total_number_of_photos_by_reviewer,is_local_guide,review_translated_text,response_from_owner_translated_text
ChIJgfT5XCRF0S0RiX1oHkZFY9I,Srengenge Wetan,9a5d710bb806caac24f5bd3e7eb3f97f,5,"Baru pertama kali berlibur ke kota Bsnyuwangi dan dua kali sudah mengunjungi restoran ini. Akan menjadi resto favorit bila berkunjung lagi ke Banyuwangi. Semuanya sangat baik, dari mulai staff nya yang ramah - ramah, terutama dg pak rivan (kalau saya tidak salah ingat), beliau mendeskripsikan jenis makanan yg masih asing di telinga, dengan penjelasan yang sangat baik dan ramah, makanannya pun semua mantap rasanya (yang kami coba diantaranya rujak soto, ayam geprek sayur koro, ayam lodoh, ayam betutu, ayam goreng plecing kangkung, penyet tempe), ada juga aneka jajanan pasar yang menurut saya juga mantap rasanya (jenang/aneka bubur, pastel, kue cucur, klepon), semua benar2 memanjakan lidah, mantap ! Untuk minumannya pun banyak jenisnya, berbagai minuman tradisional yang menurut saya enak dan tidak asing di lidah (yg perbah dicoba bir pletok, jakutes, dan seruni). Suasana restorannya yang tenang, berkesan tradisional dan bersih, bahkan sampai ke area cuci tangan dan toilet pun resik, suka dengan suasana restorannya. Dan yang paling penting adalah harga menu makanan dan minumannya masih terjangkau, berkisar antara 15 rb - 40 rb. Mantap lah ! Tetap pertahankan ya seperti ini, very recommended !",33 minutes ago,2024-05-14 19:16:13.450281,,,,0,1,,False,"This is my first vacation to Bsnyuwangi city and I have visited this restaurant twice. Will be a favorite restaurant when you visit Banyuwangi again. Everything was very good, starting from the friendly staff, especially Mr. Rivan (if I remember correctly), he described types of food that were still foreign to the ear, with very good and friendly explanations, the food all tasted great (which we tried, including rujak soto, fried chicken vegetable koro, chicken lodoh, chicken betutu, fried chicken plecing kangkung, penyet tempe), there are also various market snacks which I think also taste delicious (jenang/various porridge, pastels, cucur cakes, klepon) , everything really pampers the tongue, great! There are many types of drinks, various traditional drinks which I think are delicious and familiar to the palate (Ive tried bir pletok, jakutes and seruni). The atmosphere of the restaurant is calm, traditional and clean, even the hand washing area and toilets are clean, I like the atmosphere of the restaurant. And the most important thing is that the prices for the food and drink menu are still affordable, ranging from 15 thousand - 40 thousand. Thats great! Keep it up like this, highly recommended!",
ChIJgfT5XCRF0S0RiX1oHkZFY9I,Srengenge Wetan,caa9a9a1d813d67ddf0cca8d59bc5b2d,5,Nikmat sekali cocok,23 hours ago,2024-05-13 20:49:13.451785,,,,0,254,399,True,Very nice fit,
ChIJgfT5XCRF0S0RiX1oHkZFY9I,Srengenge Wetan,392759d4a3a94e9ab3f61b6e5c8044a8,5,Lovely food and great staff helping to find vegetarian food.,23 hours ago,2024-05-13 20:49:13.453789,,,,0,24,31,True,,
ChIJgfT5XCRF0S0RiX1oHkZFY9I,Srengenge Wetan,45b963f0d3dffa3c07c19dbae3a6e27a,5,,2 days ago,2024-05-12 19:49:13.454790,,,,0,6,22,True,,
ChIJgfT5XCRF0S0RiX1oHkZFY9I,Srengenge Wetan,38ad11936a25bdd810901f2a64e93c4e,5,Tempat makan enak dan cozy di banyuwangi sayangnya parkir mobil susah,a week ago,2024-05-07 19:49:13.455792,,,,0,499,1974,True,"A delicious and cozy place to eat in Banyuwangi, unfortunately car parking is difficult",
ChIJgfT5XCRF0S0RiX1oHkZFY9I,Srengenge Wetan,3700a840163dc966e3832f5985bf7cc7,3,"Service nya kurang..kami minta piring  tambahan,tapi waitres bilang tidak ada piringnya! bahkan minta sendok tambahan pun juga tidak ada.",a week ago,2024-05-07 19:49:13.457790,,,,0,12,17,True,"The service was poor...we asked for extra plates, but the waitress said there were no plates! I didnt even ask for an extra spoon.",
ChIJgfT5XCRF0S0RiX1oHkZFY9I,Srengenge Wetan,cbb54fcf468d8f43e4c03baf5d56432a,5,,a week ago,2024-05-07 19:49:13.459792,,,,0,41,153,True,,
ChIJgfT5XCRF0S0RiX1oHkZFY9I,Srengenge Wetan,ea505038457630b17c6f874455333e27,5,Makanan dan pelayanannya sangat baik.,2 weeks ago,2024-04-30 19:49:13.461377,,,,0,18,6,True,The food and service are very good.,
ChIJgfT5XCRF0S0RiX1oHkZFY9I,Srengenge Wetan,5eb5545147bb2973b18c4c4488357cda,5,,2 weeks ago,2024-04-30 19:49:13.462300,,,,0,72,54,True,,
ChIJgfT5XCRF0S0RiX1oHkZFY9I,Srengenge Wetan,9546a13a0652e2c051bf41e83cb3e139,4,,2 weeks ago,2024-04-30 19:49:13.464300,,,,0,59,3,True,,
