place_id,place_name,review_id_hash,rating,review_text,published_at,published_at_date,response_from_owner_text,response_from_owner_ago,response_from_owner_date,review_likes_count,total_number_of_reviews_by_reviewer,total_number_of_photos_by_reviewer,is_local_guide,review_translated_text,response_from_owner_translated_text
ChIJV2XB47Ydai4RfujcdN-AJPs,Jetski Cafe,5f02dfda859195b08288a9e8267e848f,3,"the atmosphere is okay, but the taste of the food is too ordinary, whats more, I ordered crabs for more than 1 million per kilo, and it tasted dirty",a day ago,2024-05-13 00:34:10.086559,,,,1,4,,False,"suasana oke, tp rasa makanan terlalu biasa, apalg pesen kepiting 1jta lebih perkilo, dan rasanya kurengg",
ChIJV2XB47Ydai4RfujcdN-AJPs,Jetski Cafe,fbe0319632772a48828b88c42cdc50e4,4,"Food was great! Ikan bandeng (without bones) enak banget. Huge portion. But its on an expensive side (maybe because its located in a luxury residential area). Place quite huge but so hot during the day. The sea outside this place is black (polluted) so theres no view to look after. As for the server, they did their job as it is. I didnt find any plus point from them (no smiley face and friendly gesture too).",a day ago,2024-05-13 00:34:10.086559,,,,0,10,18,True,,
ChIJV2XB47Ydai4RfujcdN-AJPs,Jetski Cafe,ce389ca11768c66c5bae0425bf0b46bf,5,,a day ago,2024-05-13 00:34:10.092711,,,,0,9,19,False,,
ChIJV2XB47Ydai4RfujcdN-AJPs,Jetski Cafe,dabc8bf1ce3fb1271b45a74b3694be70,5,,3 days ago,2024-05-11 00:34:10.092711,,,,0,,,,,
ChIJV2XB47Ydai4RfujcdN-AJPs,Jetski Cafe,63da3c81a16497ef02f982af7ddc0852,5,,3 days ago,2024-05-11 00:34:10.097718,,,,0,87,2,True,,
ChIJV2XB47Ydai4RfujcdN-AJPs,Jetski Cafe,83e6f35bb3855890edaf5fd955e0823e,5,"The food is delicious, its served quite quickly (maybe because its not very busy), the atmosphere is okay for afternoon or evening",3 days ago,2024-05-11 00:34:10.097718,,,,0,248,438,True,"Makanan enak, disajiinnya lumayan cepat (mungkin karena lagi nggak rame banget yaa), suasana untuk siang atau malem okee",
ChIJV2XB47Ydai4RfujcdN-AJPs,Jetski Cafe,8e1547be54120df3f688502fc205585f,5,Nice views and instagramable,3 days ago,2024-05-11 00:34:10.103303,,,,0,1,,False,,
ChIJV2XB47Ydai4RfujcdN-AJPs,Jetski Cafe,294c84ce97513836e4a60e707588ab28,5,,4 days ago,2024-05-10 00:34:10.103303,,,,0,10,15,True,,
ChIJV2XB47Ydai4RfujcdN-AJPs,Jetski Cafe,49a028c3f017e6ffc913b2a12fd7c1b6,5,Nice and comfortable,5 days ago,2024-05-09 00:34:10.108309,,,,0,117,190,True,Bagus dan nyaman,
ChIJV2XB47Ydai4RfujcdN-AJPs,Jetski Cafe,9992043cfc38e5c72f4d04410d2ed25b,5,Drinking coffee while watching people ride jet skis,a week ago,2024-05-07 00:34:10.108309,,,,0,25,1,False,Ngopi sambil nonton orang naik jetski,
ChIJV2XB47Ydai4RfujcdN-AJPs,Jetski Cafe,5dc4eeb85eef986f61c385e3b8a098ab,5,Mantaaab,a week ago,2024-05-07 00:34:10.968944,,,,0,7,39,True,,
ChIJV2XB47Ydai4RfujcdN-AJPs,Jetski Cafe,5eb822489a3ee9ad259ac3ca66e0594b,4,,a week ago,2024-05-07 00:34:10.971989,,,,0,42,19,True,,
ChIJV2XB47Ydai4RfujcdN-AJPs,Jetski Cafe,4f929219e48174886679f5b51a3c8b06,4,"food was good, service was good, toilet was clean. overall its satisfying",a week ago,2024-05-07 00:34:10.974989,,,,0,1,,False,,
ChIJV2XB47Ydai4RfujcdN-AJPs,Jetski Cafe,e467e0affcc6d9b412fa5a874e7eb5d8,5,,a week ago,2024-05-07 00:34:10.977607,,,,0,2,,False,,
ChIJV2XB47Ydai4RfujcdN-AJPs,Jetski Cafe,b7c9fbffc156b8e270cf515a93b7eafa,5,The place is comfortable & the food is okay,a week ago,2024-05-07 00:34:10.977607,,,,0,65,230,True,Tempatnya nyaman & makanan okay,
