place_id,place_name,review_id_hash,rating,review_text,published_at,published_at_date,response_from_owner_text,response_from_owner_ago,response_from_owner_date,review_likes_count,total_number_of_reviews_by_reviewer,total_number_of_photos_by_reviewer,is_local_guide,review_translated_text,response_from_owner_translated_text
ChIJv2u-H7X1aS4R9rzh6YC6JdM,Es Teler 77 St. Pasar Senen,8dc8a7d06461bc6f625af8c4f18948b4,5,Food,a week ago,2024-05-06 23:12:59.847022,,,,0,106,2,False,,
ChIJv2u-H7X1aS4R9rzh6YC6JdM,Es Teler 77 St. Pasar Senen,55257f18e08e8b46ebbc51b7bd7bad36,3,"Agree, the waiter is rude and sarcastic",2 months ago,2024-03-13 23:12:59.853066,,,,0,55,61,True,Setuju pelayan nya jutek kasar sinis,
ChIJv2u-H7X1aS4R9rzh6YC6JdM,Es Teler 77 St. Pasar Senen,1ec6ff519dfcb5f1a73d05ea9c2ba6d1,4,,4 months ago,2024-01-13 23:12:59.853066,,,,0,178,13837,True,,
ChIJv2u-H7X1aS4R9rzh6YC6JdM,Es Teler 77 St. Pasar Senen,7ceb219158eb313fe2ab4da2ffcc9602,3,"The food is delicious, especially the fried noodles and es teler, but whats really a shame is that the price is quite expensive for that portion, but its worth it.",7 months ago,2023-10-13 23:12:59.857219,,,,0,4,,False,Makanannya Enak Terutama di Mie goreng dan es teler nya tapi yang sangat di sayangkan harganya terbilang mahal untuk porsi segitu tapi worth It lah,
ChIJv2u-H7X1aS4R9rzh6YC6JdM,Es Teler 77 St. Pasar Senen,26c72d34be268d3a1a4e62a11400f4bb,4,First time eating this menu. Only have 50 thousand... and it turns out the price is really expensive..... I cant afford it... And its enough to try this ice teller 77 once in my life. Why dont you pay for it,8 months ago,2023-09-13 23:12:59.862241,,,,0,19,3,True,,
ChIJv2u-H7X1aS4R9rzh6YC6JdM,Es Teler 77 St. Pasar Senen,35d6753e35b46720d2667417c8b9f456,1,,9 months ago,2023-08-13 23:12:59.862241,,,,0,1,,False,,
ChIJv2u-H7X1aS4R9rzh6YC6JdM,Es Teler 77 St. Pasar Senen,9cf324ab3418f76742c5ac4e0953c2a8,1,"the place is hot, the waiter is rude and rude, has no manners towards customers, closes the refrigerator door loudly even though there is a customer next to him. the taste of the food is not worth the price. thats enough here. Before coming here, you should have looked at the reviews first.",a year ago,2023-05-13 23:12:59.862241,,,,1,15,14,False,"tempatnya panas, pelayannya jutek dan kasar gak ada sopan sopannya ke pelanggan, nutup pintu kulkas keras keras pdhl ada pelanggan disampingnya. rasa makanannya nggak sebanding harganya. cukup sekali deh kesini. harusnya sebelum kesini liat review dulu.",
ChIJv2u-H7X1aS4R9rzh6YC6JdM,Es Teler 77 St. Pasar Senen,1a01326a6af5a626adfe82c831c810f7,1,"Not really recommended, better than the Malang meatballs in the south. So, dont use a bowl, just a paper bowl...",a year ago,2023-05-13 23:12:59.868866,,,,0,11,20,False,Tdk terlalu recomended mending bakso malang yg sebelah selatan. Msok g pakai mangkok cm mangkok kertas..,
ChIJv2u-H7X1aS4R9rzh6YC6JdM,Es Teler 77 St. Pasar Senen,2173e35748f04210ca7f9c208f0d3bd2,1,"Ordered chicken fried rice, it didnt taste very good, its not worth eating, its already expensive, 47,000 thousand, I wont order it again",a year ago,2023-05-13 23:12:59.868866,,,,0,3,,False,"Pesen nasi goreng ayam, rasanya gaa enak bgtt gaa layak di makan, udh harganya mahal 47.000 ribu , gak lagi pesen dehh",
ChIJv2u-H7X1aS4R9rzh6YC6JdM,Es Teler 77 St. Pasar Senen,56c29a3a94383a37ef3ea1b1af0ba059,5,,a year ago,2023-05-13 23:12:59.872890,,,,0,9,14,False,,
ChIJv2u-H7X1aS4R9rzh6YC6JdM,Es Teler 77 St. Pasar Senen,d3ba4ae9ce5743d7c62b309b2d1575d1,5,,a year ago,2023-05-13 23:13:00.668017,,,,0,35,279,True,,
ChIJv2u-H7X1aS4R9rzh6YC6JdM,Es Teler 77 St. Pasar Senen,810cc881821d293a8c30337a86e33ef9,1,"The fried rice wasnt delicious, it was soft. Not worth eating. The service is not friendly.",a year ago,2023-05-13 23:13:00.668017,,,,1,257,1606,True,"Nasi gorengnya ngga enak, lembek. Ngga layak di makan. Pelayanannya tidak ramah.",
ChIJv2u-H7X1aS4R9rzh6YC6JdM,Es Teler 77 St. Pasar Senen,91bde97a3fb212b4b95c1f1a8d22df87,3,"The taste is standard, the waiter is good, what wasnt good when I ate there was the chili sauce, it smelled bad. Maybe in the future it will have to be controlled again in terms of presentation and quality of food and drinks. Thanks",a year ago,2023-05-13 23:13:00.668017,,,,0,67,112,True,"Rasanya standar, pelayan baik, yang gak baik kala saya makan di sana adalah sambelnya, sudah bau. Mungkin ke depannya harus dikontrol lagi dari segi penyajian dan kualitas makanan-minuman. Thanks",
ChIJv2u-H7X1aS4R9rzh6YC6JdM,Es Teler 77 St. Pasar Senen,5618aec23e8e4c9cc01e20f5273ea20d,2,The shop has not paid local taxes and the cashier service is rude,a year ago,2023-05-13 23:13:00.678478,,,,0,13,3,False,Kedai blm bayar pajak daerah dan pelayanan kasir judes,
