place_id,place_name,review_id_hash,rating,review_text,published_at,published_at_date,response_from_owner_text,response_from_owner_ago,response_from_owner_date,review_likes_count,total_number_of_reviews_by_reviewer,total_number_of_photos_by_reviewer,is_local_guide,review_translated_text,response_from_owner_translated_text
ChIJM_rs4CzlaS4R64_gElRKoLA,Pasar Modern BSD City,1c0e5699ec32a2a8386620e5a996bb42,5,Relatively Clean shopping experience with fresh select produces. Quality of produces is comparatively better than most traditional markets. There is a parking building available however car queue time is horrific during peak saturday and sunday mornings. Plenty of good quality snack and food vendors in the soho units outside.,6 hours ago,2024-05-14 00:00:29.001321,,,,0,31,56,True,,
ChIJM_rs4CzlaS4R64_gElRKoLA,Pasar Modern BSD City,d3454f1c791c3b24d6e777ea52500560,5,,10 hours ago,2024-05-13 20:00:29.001321,,,,0,13,22,True,,
ChIJM_rs4CzlaS4R64_gElRKoLA,Pasar Modern BSD City,50e495cdc80a802f1041030eadda3603,5,Kumplit. Kulineran sarapan dan jajanan pasar melimpah,12 hours ago,2024-05-13 18:00:29.017237,,,,0,80,7,True,Complete. Breakfast culinary delights and market snacks are abundant,
ChIJM_rs4CzlaS4R64_gElRKoLA,Pasar Modern BSD City,fc138d280fc7d204a50c07d66b0e0933,5,,12 hours ago,2024-05-13 18:00:29.017237,,,,0,3,,True,,
ChIJM_rs4CzlaS4R64_gElRKoLA,Pasar Modern BSD City,8c18d4270184e18c20e79102f1ca3288,3,"Parkiran ojol perlu di sediakan ,pasar besar ga ada parkiran khusus ojol",13 hours ago,2024-05-13 17:00:29.017237,,,,0,92,29,True,"Ojol parking needs to be provided, big markets dont have special ojol parking",
ChIJM_rs4CzlaS4R64_gElRKoLA,Pasar Modern BSD City,fa164f668cad7191c861d0c2a670a959,1,,15 hours ago,2024-05-13 15:00:29.017237,,,,0,5,1,False,,
ChIJM_rs4CzlaS4R64_gElRKoLA,Pasar Modern BSD City,e0a62f3d87b086c7b0d5ab437155d727,3,Packed as usual on Monday morning,16 hours ago,2024-05-13 14:00:29.017237,,,,0,165,142,True,,
ChIJM_rs4CzlaS4R64_gElRKoLA,Pasar Modern BSD City,fd8e776dc738fca425f6af9d3ca014c1,5,Ramai pengunjung,18 hours ago,2024-05-13 12:00:29.017237,,,,0,89,21,True,Many visitors,
ChIJM_rs4CzlaS4R64_gElRKoLA,Pasar Modern BSD City,39650453ddcf088dbe5a02414c5695c3,3,,21 hours ago,2024-05-13 09:00:29.017237,,,,0,232,153,True,,
ChIJM_rs4CzlaS4R64_gElRKoLA,Pasar Modern BSD City,9f7f0f854bb3a8b65831639ba0d18b3b,5,,21 hours ago,2024-05-13 09:00:29.032863,,,,0,2,,False,,
ChIJM_rs4CzlaS4R64_gElRKoLA,Pasar Modern BSD City,d2c80cf939939067340d9405e2fa3dfb,5,,a day ago,2024-05-13 06:00:29.736295,,,,0,41,12,True,,
ChIJM_rs4CzlaS4R64_gElRKoLA,Pasar Modern BSD City,7829b863844b0fd53fed8d420073c2d2,3,,a day ago,2024-05-13 06:00:29.736295,,,,0,4,,False,,
ChIJM_rs4CzlaS4R64_gElRKoLA,Pasar Modern BSD City,d6352681666bd43d80a9bebbae032cc9,5,Parkiran kadang dpt diluar krn didlm area parkiran sdh penuh,a day ago,2024-05-13 06:00:29.736295,,,,0,14,4,False,Parking can sometimes be outside because the parking area is full,
